date,text,category,start_lat,start_lon,end_lat,end_lon,categories_standard
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___nolock_ zone 30.287391 ‐97.747188 30.287568 ‐97.747642 UAG56QYHYHLPG 276786446 50,Trip Issues,30.287391,97.747188,30.287568,97.747642,Trips & Fares
9/1/2021,My vehicle was broken or stopped working cannot_end_trip/loc k_vehicle___nolock_ zone 30.252567 ‐97.73722 30.250945 ‐97.734365 RBNKTUWEGLSVL 282567274 12,Trip Issues,30.252567,97.73722,30.250945,97.734365,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___nolock_ zone 30.266446 ‐97.737297 30.267083 ‐97.738998 5SPAPJRZXBNNH 282561146 11,Trip Issues,30.266446,97.737297,30.267083,97.738998,Trips & Fares
9/1/2021,I had a mechanical issue with my vehicle cannot_end_trip/loc k_vehicle___nolock_ zone 30.268749 ‐97.737477 30.278425 ‐97.73036 23BGYDWOS4YRJ 279938841 55,Trip Issues,30.268749,97.737477,30.278425,97.73036,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___nolock_ zone 30.26837 ‐97.739953 30.268676 ‐97.740552 4IHPOSHT4XW6X 276986046 111,Trip Issues,30.26837,97.739953,30.268676,97.740552,Trips & Fares
9/1/2021,My ride wonâ€™t end cannot_end_trip/loc k_vehicle___nolock_ zone 30.267435 ‐97.741499 30.272877 ‐97.741211 YB22EZWURWA3V 276674534 27,Trip Issues,30.267435,97.741499,30.272877,97.741211,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___nolock_ zone 30.263332 ‐97.738323 30.255962 ‐97.73974 BKA4JQSDDGDEB 276125672 333,Trip Issues,30.263332,97.738323,30.255962,97.73974,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___nolock_ zone 30.281309 ‐97.740884 30.28119 ‐97.74066 7LNUBK2BOAHX4 274771201 104,Trip Issues,30.281309,97.740884,30.28119,97.74066,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (817) 606‐ 7835 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.287543 ‐97.74166 30.288441 ‐97.750761 65BA4UUGLPYD3 276679814 2,Trip Issues,30.287543,97.74166,30.288441,97.750761,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (985) 237‐ 2877 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.260769 ‐97.738136 30.262581 ‐97.738483 DOUEUKNSD5LME 276382530 5,Trip Issues,30.260769,97.738136,30.262581,97.738483,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.26451 ‐97.733628 30.26324 ‐97.730989 RYTRZ2CPRJBWY 276134363 203,Trip Issues,30.26451,97.733628,30.26324,97.730989,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.262846 ‐97.742169 30.253418 ‐97.748146 VXLYH4NB6MSMV 276096215 157,Trip Issues,30.262846,97.742169,30.253418,97.748146,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.283944 ‐97.74386 30.256504 ‐97.702668 UX4L5KY472NFK 276193587 7,Trip Issues,30.283944,97.74386,30.256504,97.702668,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.214648 ‐97.70984 30.232475 ‐97.719685 DVCBQGPSJNJCR 214953337 408,Trip Issues,30.214648,97.70984,30.232475,97.719685,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.252442 ‐97.748696 30.236906 ‐97.755256 B72PYVQFUH7HP 280746844 43,Trip Issues,30.252442,97.748696,30.236906,97.755256,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.272948 ‐97.732268 30.264608 ‐97.736703 QYNHAMF3UKIBQ 281672597 901,Trip Issues,30.272948,97.732268,30.264608,97.736703,Trips & Fares
9/1/2021,I was charged incorrectly cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.26584 ‐97.74988 30.260893 ‐97.749234 MCBGOH6LUR5KE 284235989 3,Trip Issues,30.26584,97.74988,30.260893,97.749234,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.26028 ‐97.738644 30.266006 ‐97.740032 SUSG76DSC4FI2 282959862 7,Trip Issues,30.26028,97.738644,30.266006,97.740032,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.263925 ‐97.742524 30.264444 ‐97.742609 MMGJBT56NBEWM 285940594 3,Trip Issues,30.263925,97.742524,30.264444,97.742609,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (469) 583‐ 3103 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.270205 ‐97.750858 30.267835 ‐97.738725 WNRTFX6DROLI2 276408866 3,Trip Issues,30.270205,97.750858,30.267835,97.738725,Trips & Fares
9/1/2021,I had a mechanical issue with my vehicle cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.264818 ‐97.764903 30.25886 ‐97.75117 YTQUPAZUZ5IV3 282967276 3,Trip Issues,30.264818,97.764903,30.25886,97.75117,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.248108 ‐97.73458 VLN5AULHOXH2S 282972185 10,Trip Issues,30.248108,97.73458,,,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.266422 ‐97.740649 30.275677 ‐97.736076 OXZVQNWZ5RMUR 276168982 99,Trip Issues,30.266422,97.740649,30.275677,97.736076,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (203) 274‐ 1439 cannot_end_trip/loc k_vehicle___not_eno ugh_details 47.609105 ‐122.332086 47.609391 ‐122.332287 3JH5Q5GQEKTAH 275334969 6,Trip Issues,,,,,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269208 ‐97.751212 30.278122 ‐97.73607 B673INBJAXZP2 285954710 6,Trip Issues,30.269208,97.751212,30.278122,97.73607,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (469) 344‐ 1020 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.260285 ‐97.739204 30.249451 ‐97.749982 V6YYGPJXZESD3 276698356 1,Trip Issues,30.260285,97.739204,30.249451,97.749982,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (850) 291‐ 3531 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.291059 ‐97.72682 30.281295 ‐97.732975 OETKSU2Z67HGY 276153515 4,Trip Issues,30.291059,97.72682,30.281295,97.732975,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.295508 ‐97.754242 30.283672 ‐97.74645 P34FCCNVYEJBE 284739127 14,Trip Issues,30.295508,97.754242,30.283672,97.74645,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.262625 ‐97.738499 30.2777 ‐97.73545 ZL3YLVPJ5NFKC 276095951 154,Trip Issues,30.262625,97.738499,30.2777,97.73545,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (469) 212‐ 3335 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269121 ‐97.742527 30.262336 ‐97.736435 B56S6773IN57P 276385733 2,Trip Issues,30.269121,97.742527,30.262336,97.736435,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.253372 ‐97.748374 30.255573 ‐97.739794 YA67XEHKNW3PP 276867255 846,Trip Issues,30.253372,97.748374,30.255573,97.739794,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 960,Trip Issues,,,,,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.266456 ‐97.73159 30.2632 ‐97.74479 VFKDGZIFRISTR 286154181 3,Trip Issues,30.266456,97.73159,30.2632,97.74479,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.279624 ‐97.721114 30.265794 ‐97.737488 DOHPON62DREIC 284709059 221,Trip Issues,30.279624,97.721114,30.265794,97.737488,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (732) 773‐ 6229 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.253434 ‐97.724701 30.257088 ‐97.724932 MR6LOPY7NCGXC 283054829 2,Trip Issues,30.253434,97.724701,30.257088,97.724932,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.266415 ‐97.747525 30.262838 ‐97.732921 VQXKYOJQJJX6K 283179407 170,Trip Issues,30.266415,97.747525,30.262838,97.732921,Trips & Fares
9/1/2021,My scooter wonâ€™t hang up cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.261746 ‐97.7411 30.26329 ‐97.740696 WUNRBDTX7VTHA 285653157 341,Trip Issues,30.261746,97.7411,30.26329,97.740696,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.270061 ‐97.750205 30.29604 ‐97.741191 PRGWEYLL2FE2O 283180713 62,Trip Issues,30.270061,97.750205,30.29604,97.741191,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.258576 ‐97.746388 30.265674 ‐97.743675 RJHOUIBAI5XQZ 276366574 47,Trip Issues,30.258576,97.746388,30.265674,97.743675,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.292155 ‐97.741576 30.287158 ‐97.746347 7OYSPRR4RZAJF 282030602 157,Trip Issues,30.292155,97.741576,30.287158,97.746347,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (414) 499‐ 8515 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.238015 ‐97.713265 30.232523 ‐97.717105 X5BBNC2NDHOGX 279997992 4,Trip Issues,30.238015,97.713265,30.232523,97.717105,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.254068 ‐97.71315 30.267498 ‐97.742303 RNPZ6K2YU363B 278667926 295,Trip Issues,30.254068,97.71315,30.267498,97.742303,Trips & Fares
9/1/2021,Canâ€™t end a bike ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.274528 ‐97.755937 30.274565 ‐97.755923 C2Z3EEYESS7IV 278634830 1460,Trip Issues,30.274528,97.755937,30.274565,97.755923,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.263153 ‐97.725588 30.264227 ‐97.733172 ZLLAP5ZGZVIJ6 277171033 22,Trip Issues,30.263153,97.725588,30.264227,97.733172,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.264613 ‐97.765188 30.26613 ‐97.766003 Q4VCV5C23CORJ 276585955 10,Trip Issues,30.264613,97.765188,30.26613,97.766003,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (616) 307‐ 2657 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.260438 ‐97.755714 30.260438 ‐97.755714 3ZOBSOFE2M3TW 279237007 6,Trip Issues,30.260438,97.755714,30.260438,97.755714,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (940) 305‐ 4454 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.268691 ‐97.741399 30.268691 ‐97.741399 G6WOS2WWJ4KWQ 276118087 1,Trip Issues,30.268691,97.741399,30.268691,97.741399,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.290596 ‐97.74453 30.261022 ‐97.745563 VGVPUCS3CGNS3 279415405 3,Trip Issues,30.290596,97.74453,30.261022,97.745563,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.288758 ‐97.747757 30.285051 ‐97.740956 XOQLOMYAM7UPA 287077162 4,Trip Issues,30.288758,97.747757,30.285051,97.740956,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.265596 ‐97.74305 30.261117 ‐97.739057 LK657MRI3SR66 276374758 309,Trip Issues,30.265596,97.74305,30.261117,97.739057,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (512) 565‐ 7165 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.265596 ‐97.74305 30.261117 ‐97.739057 LK657MRI3SR66 276374758 5,Trip Issues,30.265596,97.74305,30.261117,97.739057,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.225335 ‐97.705483 30.225371 ‐97.705534 CDSMXT2IYBID5 284723872 42,Trip Issues,30.225335,97.705483,30.225371,97.705534,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.260982 ‐97.739042 30.264075 ‐97.738039 V5QUF4BYUOX66 276461365 2,Trip Issues,30.260982,97.739042,30.264075,97.738039,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (860) 414‐ 1881 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.241298 ‐97.726499 30.23932 ‐97.720386 EW7XEHR3YEO6Y 279275377 2,Trip Issues,30.241298,97.726499,30.23932,97.720386,Trips & Fares
9/1/2021,Phone Call from: Lime Rider cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269894 ‐97.748418 30.271504 ‐97.747518 WXEOMJN3VYN4Z 276662082 2,Trip Issues,30.269894,97.748418,30.271504,97.747518,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.275997 ‐97.736002 30.26807 ‐97.738906 R55JDKESKCTN2 286098616 6,Trip Issues,30.275997,97.736002,30.26807,97.738906,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (757) 506‐ 4739 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.274704 ‐97.752166 30.267412 ‐97.739845 NXTZSK7GARBTE 276373024 4,Trip Issues,30.274704,97.752166,30.267412,97.739845,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.267599 ‐97.739182 30.2675 ‐97.739245 DGX4MWIDR4RNH 282012655 15,Trip Issues,30.267599,97.739182,30.2675,97.739245,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (956) 240‐ 8816 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.265772 ‐97.74548 30.267309 ‐97.747173 BO5NGWLNERL7F 280294273 4,Trip Issues,30.265772,97.74548,30.267309,97.747173,Trips & Fares
9/1/2021,Fwd: Receipt for your Lime ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.261231 ‐97.738177 30.261811 ‐97.738709 WLBTPWBDV63IO 276413035 405,Trip Issues,30.261231,97.738177,30.261811,97.738709,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.262071 ‐97.739938 30.256424 ‐97.737934 CBPBCWNHVCGMC 285738216 61,Trip Issues,30.262071,97.739938,30.256424,97.737934,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (512) 468‐ 8373 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.262327 ‐97.724541 30.261403 ‐97.727178 SJZJXLMRH7T3B 280189405 4,Trip Issues,30.262327,97.724541,30.261403,97.727178,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.28512 ‐97.742061 30.268689 ‐97.73645 LWLZG5ISBWTSO 276428261 13,Trip Issues,30.28512,97.742061,30.268689,97.73645,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.250321 ‐97.754686 30.249017 ‐97.750497 47HBIIPICM2SI 274652637 3,Trip Issues,30.250321,97.754686,30.249017,97.750497,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.26601 ‐97.739619 30.259184 ‐97.749219 TP4ZSOEVEYZ6Z 275850218 5,Trip Issues,30.26601,97.739619,30.259184,97.749219,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.295988 ‐97.741193 30.290199 ‐97.748269 A7U66DJE4JY5O 276306998 73,Trip Issues,30.295988,97.741193,30.290199,97.748269,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.231841 ‐97.76071 30.237797 ‐97.758881 SWAQ7TIJMR6OU 276416288 13,Trip Issues,30.231841,97.76071,30.237797,97.758881,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.267214 ‐97.739398 30.261964 ‐97.738898 HWIPSFEQFNAZV 276944722 5,Trip Issues,30.267214,97.739398,30.261964,97.738898,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (737) 288‐ 6959 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.271362 ‐97.737837 30.268936 ‐97.728642 6XXQTSXDN5XFP 279935515 5,Trip Issues,30.271362,97.737837,30.268936,97.728642,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.240245 ‐97.727074 30.238315 ‐97.741033 MJ6L2RKZODDAJ 276967556 553,Trip Issues,30.240245,97.727074,30.238315,97.741033,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.283388 ‐97.742005 30.28379 ‐97.74139 CSPQFPSG3ZFFB 285704058 5,Trip Issues,30.283388,97.742005,30.28379,97.74139,Trips & Fares
9/1/2021,I couldn't start my trip cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.262927 ‐97.744939 30.26276 ‐97.74487 DMKRPEUJJ2WKH 276468504 5,Trip Issues,30.262927,97.744939,30.26276,97.74487,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.267178 ‐97.739283 30.255978 ‐97.745685 DI2YG4TSSWGHE 274839447 4,Trip Issues,30.267178,97.739283,30.255978,97.745685,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.25686 ‐97.724815 30.255862 ‐97.72136 HVGFQ7TANRHTM 277345358 323,Trip Issues,30.25686,97.724815,30.255862,97.72136,Trips & Fares
9/1/2021,I had a mechanical issue with my vehicle cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.283526 ‐97.708364 30.28368 ‐97.70837 7L4V2TMS3DJYD 279265430 7,Trip Issues,30.283526,97.708364,30.28368,97.70837,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (713) 505‐ 3416 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.266837 ‐97.738595 30.270995 ‐97.734266 KUF3UE3GOXL3U 286803105 7,Trip Issues,30.266837,97.738595,30.270995,97.734266,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (813) 600‐ 7205 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.248891 ‐97.749709 30.263621 ‐97.74493 6EPHC3XZTVAYP 281523919 3,Trip Issues,30.248891,97.749709,30.263621,97.74493,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.280322 ‐97.736586 30.277883 ‐97.743137 J64CG6D35ODBW 277563417 762,Trip Issues,30.280322,97.736586,30.277883,97.743137,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.257182 ‐97.703519 30.275671 ‐97.734627 E3337XOJ6BLA5 276264524 16,Trip Issues,30.257182,97.703519,30.275671,97.734627,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (937) 623‐ 1374 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.273029 ‐97.741801 30.268666 ‐97.742926 SRK3BQZ6RFNC2 276653830 6,Trip Issues,30.273029,97.741801,30.268666,97.742926,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 33.579779 ‐101.845701 33.577693 ‐101.860081 OG3QFVNQTQC72 283156039 5,Trip Issues,33.579779,,33.577693,,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (650) 644‐ 7643 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.271168 ‐97.742569 30.267756 ‐97.752069 GFG4FXRLAVCNP 277183889 3,Trip Issues,30.271168,97.742569,30.267756,97.752069,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.265995 ‐97.739225 30.256284 ‐97.738166 ZMQCKFIBCJZDP 286319392 6,Trip Issues,30.265995,97.739225,30.256284,97.738166,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.279633 ‐97.721166 30.265715 ‐97.737537 XVMVX2FIS4U5F 284708974 211,Trip Issues,30.279633,97.721166,30.265715,97.737537,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.284276 ‐97.744903 30.267214 ‐97.751644 ZU2ITB6X627IK 278240622 420,Trip Issues,30.284276,97.744903,30.267214,97.751644,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (830) 998‐ 0074 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.274717 ‐97.752641 30.257173 ‐97.750239 5FJSOUPI27TCB 276151307 7,Trip Issues,30.274717,97.752641,30.257173,97.750239,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (512) 966‐ 1730 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.272623 ‐97.741006 30.268486 ‐97.742378 XFPJFNX7QFGBE 279623759 5,Trip Issues,30.272623,97.741006,30.268486,97.742378,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (214) 546‐ 0882 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.266595 ‐97.745364 30.266789 ‐97.738316 DN32SV4WDQV3E 279609542 2,Trip Issues,30.266595,97.745364,30.266789,97.738316,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.29067 ‐97.743493 30.289569 ‐97.741389 KXQKNL5II4CTX 274966212 40,Trip Issues,30.29067,97.743493,30.289569,97.741389,Trips & Fares
9/1/2021,I had a mechanical issue with my vehicle cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.26357 ‐97.745762 30.25985 ‐97.75879 ZSRGTH4NT2GEH 286569168 95,Trip Issues,30.26357,97.745762,30.25985,97.75879,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 3,Trip Issues,,,,,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.287556 ‐97.74236 30.287961 ‐97.738929 3CWYGF4WXO2SB 275450941 7,Trip Issues,30.287556,97.74236,30.287961,97.738929,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.25516 ‐97.768631 30.266337 ‐97.75541 642NXCSBVDGPK 279449809 5,Trip Issues,30.25516,97.768631,30.266337,97.75541,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.292402 ‐97.742296 30.297152 ‐97.742871 BGXFXSPZ24YRE 280882557 8,Trip Issues,30.292402,97.742296,30.297152,97.742871,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.26269 ‐97.742167 30.266277 ‐97.737942 JY2FAZR5QHRTM 275835625 12,Trip Issues,30.26269,97.742167,30.266277,97.737942,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.2122 ‐97.800537 30.225937 ‐97.784032 T6BYXM2DLCUCN 282516957 137,Trip Issues,30.2122,97.800537,30.225937,97.784032,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.256959 ‐97.747338 30.237735 ‐97.728792 XWATJS2ISD3G7 276781460 316,Trip Issues,30.256959,97.747338,30.237735,97.728792,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.266655 ‐97.720272 30.257458 ‐97.715555 3XV5QTND43QRI 278125321 797,Trip Issues,30.266655,97.720272,30.257458,97.715555,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269998 ‐97.749596 30.28461 ‐97.744287 JMDFTJ2IBMDU7 275852736 40,Trip Issues,30.269998,97.749596,30.28461,97.744287,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.284206 ‐97.745063 J6JB3I3E3K5H3 285103783 6,Trip Issues,30.284206,97.745063,,,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (914) 393‐ 7607 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.234751 ‐97.765051 30.256108 ‐97.747394 WKEFKZAMFUCEN 285470924 2,Trip Issues,30.234751,97.765051,30.256108,97.747394,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269609 ‐97.748449 30.260266 ‐97.74982 A2UTJ7F4T5NED 282563092 300,Trip Issues,30.269609,97.748449,30.260266,97.74982,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269886 ‐97.749721 30.266964 ‐97.73907 R77YPZWKMAFEB 274831263 2,Trip Issues,30.269886,97.749721,30.266964,97.73907,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.262855 ‐97.741899 30.26279 ‐97.74224 HVZEGZU75D5PD 276096368 17,Trip Issues,30.262855,97.741899,30.26279,97.74224,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (512) 436‐ 5273 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.268381 ‐97.742629 30.265842 ‐97.744306 H2I2T73MDOIL7 275216955 30,Trip Issues,30.268381,97.742629,30.265842,97.744306,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.291056 ‐97.745907 OSNVXNZAYTFVP 284611172 229,Trip Issues,30.291056,97.745907,,,Trips & Fares
9/1/2021,I had a mechanical issue with my vehicle cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.261787 ‐97.722475 30.25511 ‐97.69873 J3JCD6Z24X47K 277827398 631,Trip Issues,30.261787,97.722475,30.25511,97.69873,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.26484 ‐97.743937 30.268298 ‐97.741831 BFSG32AB4T5YH 275718493 228,Trip Issues,30.26484,97.743937,30.268298,97.741831,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.266312 ‐97.739998 30.26817 ‐97.736414 F6AXUCJJDUXJI 277649156 736,Trip Issues,30.266312,97.739998,30.26817,97.736414,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.263108 ‐97.743854 30.2611 ‐97.738612 KHHYADW5QTNP2 282998150 3,Trip Issues,30.263108,97.743854,30.2611,97.738612,Trips & Fares
9/1/2021,Message from: Text user: +17372303529 cannot_end_trip/loc k_vehicle___not_eno ugh_details 268,Trip Issues,,,,,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 842,Trip Issues,,,,,Trips & Fares
